key;russian;english;polish;german;french;italian;spanish;japanese;korean;chinese;chinese_t
cuirass_guardians_mountain_improvedT;Кираса стражи горы;Mountain Guardians' Cuirass;;;;;;;;山地守护者胸甲;
cuirass_guardians_mountain_improvedD;Закалка +95%.;Harding +95%.;;;;;;;;生命 +95%;
paladin_cuirassT;Кираса Паладина;Cuirass of the Paladin;;;;;;;;圣骑士胸甲;
paladin_cuirassD;Закалка +100%.;Harding +100%.;;;;;;;;生命 +100%;
ElvenArmorT;;;;;;;;;;;
ElvenArmorD;Закалка +105%.;Harding +105%.;;;;;;;;生命 +105%;
stoneheart_cuirassT;Кираса гнома Каменное сердце;Cuirass of the Dwarf Heart of Stone;;;;;;;;矮人石心胸甲;
stoneheart_cuirassD;Закалка +110%.;Harding +110%.;;;;;;;;生命 +110%;
dark_boss_cuirass_oneT;Кираса Владыки Тьмы;Cuirass of the Lord of Darkness;;;;;;;;黑暗领主胸甲;
dark_boss_cuirass_oneD;Закалка +115%.;Harding +115%.;;;;;;;;生命 +115%;
dark_boss_cuirass_twoT;Кираса Владыки Тьмы;Cuirass of the Lord of Darkness;;;;;;;;黑暗领主胸甲;
dark_boss_cuirass_twoD;Закалка +120%.;Harding +120%.;;;;;;;;生命 +120%;
dark_boss_cuirass_threeT;Кираса Владыки Тьмы;Cuirass of the Lord of Darkness;;;;;;;;黑暗领主胸甲;
dark_boss_cuirass_threeD;Закалка +125%.;Harding +125%.;;;;;;;;生命 +125%;
child_of_nature_boot_mogT;Защита из листьев;Leaf protection;;;;;;;;树叶靴;
child_of_nature_boot_mogD;Подвижность -0.3%.;Slowdown -0.3%.;;;;;;;;速度 -0.3%;
boot_magicalT;;;;;;;;;;;
boot_magicalD;Подвижность -0.6%.;Slowdown -0.6%.;;;;;;;;速度 -0.6%;
boots_magical_twoT;Ботинки мага;Mage's Boots;;;;;;;;法师靴;
boots_magical_twoD;Подвижность -0.9%.;Slowdown -0.9%.;;;;;;;;速度 -0.9%;
boot_woodT;;;;;;;;;;;
boot_woodD;Подвижность -1.2%.;Slowdown -1.2%.;;;;;;;;速度 -1.2%;
boot_woodleatherT;;;;;;;;;;;
boot_woodleatherD;Подвижность -1.5%.;Slowdown -1.5%.;;;;;;;;速度 -1.5%;
LeatherbootsT;;;;;;;;;;;
LeatherbootsD;Подвижность -1.8%.;Slowdown -1.8%.;;;;;;;;速度 -1.8%;
HitinBootsT;;;;;;;;;;;
HitinBootsD;Подвижность -2.1%.;Slowdown -2.1%.;;;;;;;;速度 -2.1%;
boot_mineT;;;;;;;;;;;
boot_mineD;Подвижность -2.4%.;Slowdown -2.4%.;;;;;;;;速度 -2.4%;
big_skeleton_bootsT;Ботинки скелета-разрушителя;Skeleton Destroyer's Boots;;;;;;;;骷髅毁灭者长靴;
big_skeleton_bootsD;Подвижность -2.7%.;Slowdown -2.7%.;;;;;;;;速度 -2.7%;
zombie_bootsT;Ботинки зомби;Zombie Boots;;;;;;;;僵尸靴;
zombie_bootsD;Подвижность -3%.;Slowdown -3%.;;;;;;;;速度 -3%;
zombie_heavy_bootsT;Ботинки зомби-бронелома;Zombie Armor-Breaker Boots;;;;;;;;破甲僵尸靴;
zombie_heavy_bootsD;Подвижность -3.3%.;Slowdown -3.3%.;;;;;;;;速度 -3.3%;
IronbootsT;;;;;;;;;;;
IronbootsD;Подвижность -3.6%.;Slowdown -3.6%.;;;;;;;;速度 -3.6%;
ScaledArmorBootsT;;;;;;;;;;;
ScaledArmorBootsD;Подвижность -3.9%.;Slowdown -3.9%.;;;;;;;;速度 -3.9%;
Rhinoceros_bootsT;;;;;;;;;;;
Rhinoceros_bootsD;Подвижность -4.2%.;Slowdown -4.2%.;;;;;;;;速度 -4.2%;
dark_elfs_bootsT;Ботинки темного эльфа;Dark Elf Boots;;;;;;;;暗黑精灵靴;
dark_elfs_bootsD;Подвижность -4.5%.;Slowdown -4.5%.;;;;;;;;速度 -4.5%;
SilverbootsT;;;;;;;;;;;
SilverbootsD;Подвижность -4.8%.;Slowdown -4.8%.;;;;;;;;速度 -4.8%;
GoldbootsT;;;;;;;;;;;
GoldbootsD;Подвижность -5.1%.;Slowdown -5.1%.;;;;;;;;速度 -5.1%;
DragonWarriorBootsT;;;;;;;;;;;
DragonWarriorBootsD;Подвижность -5.4%.;Slowdown -5.4%.;;;;;;;;速度 -5.4%;
elven_gold_bootsT;Ботинки эльфов из рода ведьм;Witch elven boots;;;;;;;;女巫靴;
elven_gold_bootsD;Подвижность -5.8%.;Slowdown -5.8%.;;;;;;;;速度 -5.8%;
MithrilbootsT;;;;;;;;;;;
MithrilbootsD;Подвижность -6.2%.;Slowdown -6.2%.;;;;;;;;速度 -6.2%;
dark_mage_bootsT;Ботинки темного мага;Boots of the Dark Mage;;;;;;;;黑暗法师靴;
dark_mage_bootsD;Подвижность -6.6%.;Slowdown -6.6%.;;;;;;;;速度 -6.6%;
KnightBootsT;;;;;;;;;;;
KnightBootsD;Подвижность -7%.;Slowdown -7%.;;;;;;;;速度 -7%;
orc_skeleton_bootsT;Ботинки из костей орка Подземелий;Dungeon orc bone boots;;;;;;;;地牢兽人骨靴;
orc_skeleton_bootsD;Подвижность -6.8%, Сопротивление нежити +5%.;Slowdown -6.8%, Undead armor +5%.;;;;;;;;速度 -6.8%, 未死亡生物护甲 +5%;
FunnySceletonShoesT;;;;;;;;;;;
FunnySceletonShoesD;Подвижность -6.6%, Сопротивление нежити +5%.;Slowdown -6.6%, Undead armor +5%.;;;;;;;;速度 -6.6%, 未死亡生物护甲 +5%;
santa_bootsT;Ботинки Деда Мороза;Santa's boots;;;;;;;;圣诞老人靴;
santa_bootsD;Подвижность -6.4%, Сопротивление нежити +10%.;Slowdown -6.4%, Undead armor +10%.;;;;;;;;速度 -6.4%, 未死亡生物护甲 +10%;
prodigal_son_boot_mogT;Ботинки отшельника;Hermit boots;;;;;;;;隐士靴;
prodigal_son_boot_mogD;Подвижность -6.2%, Сопротивление нежити +10%.;Slowdown -6.2%, Undead armor +10%.;;;;;;;;速度 -6.2%, 未死亡生物护甲 +10%;
cultist_bootsT;Сапоги культиста;Cultist's Boots;;;;;;;;教徒靴;
cultist_bootsD;Подвижность -6%, Сопротивление нежити +10%.;Slowdown -6%, Undead armor +10%.;;;;;;;;速度 -6%, 未死亡生物护甲 +10%;
goblin_boot_twoT;Ботинки пещерного гоблина;Cave goblin boots;;;;;;;;哥布林靴;
goblin_boot_twoD;Подвижность -5.7%, Сопротивление нежити +15%.;Slowdown -5.7%, Undead armor +15%.;;;;;;;;速度 -5.7%, 未死亡生物护甲 +15%;
goblin_bootT;Ботинки пещерного вожака гоблинов;Boots of the cave goblin leader;;;;;;;;哥布林领袖靴;
goblin_bootD;Подвижность -5.4%, Сопротивление нежити +15%.;Slowdown -5.4%, Undead armor +15%.;;;;;;;;速度 -5.4%, 未死亡生物护甲 +15%;
boot_patrol_mountain_brokenT;;;;;;;;;;;
boot_patrol_mountain_brokenD;Подвижность -5.1%, Сопротивление нежити +20%.;Slowdown -5.1%, Undead armor +20%.;;;;;;;;速度 -5.1%, 未死亡生物护甲 +20%;
boot_patrol_mountainT;;;;;;;;;;;
boot_patrol_mountainD;Подвижность -4.8%, Сопротивление нежити +20%.;Slowdown -4.8%, Undead armor +20%.;;;;;;;;速度 -4.8%, 未死亡生物护甲 +20%;
boots_patrol_mountain_improvedT;Ботинки воина горы;Mountain Warrior's Boots;;;;;;;;山地战士靴;
boots_patrol_mountain_improvedD;Подвижность -4.5%, Сопротивление нежити +20%.;Slowdown -4.5%, Undead armor +20%.;;;;;;;;速度 -4.5%, 未死亡生物护甲 +20%;
heavy_skeleton_bootsT;Ботинки ржавого скелета;Rusted Skeleton Boots;;;;;;;;生锈骨靴;
heavy_skeleton_bootsD;Подвижность -4.2%, Сопротивление нежити +25%.;Slowdown -4.2%, Undead armor +25%.;;;;;;;;速度 -4.2%, 未死亡生物护甲 +25%;
Boots_of_AthenaT;Ботинки Афины;Boots of Athena;;;;;;;;雅典娜靴;
Boots_of_AthenaD;Подвижность -3.9%, Сопротивление нежити +25%.;Slowdown -3.9%, Undead armor +25%.;;;;;;;;速度 -3.9%, 未死亡生物护甲 +25%;
orc_bootsT;Ботинки свирепого орка;Savage Orc Boots;;;;;;;;野蛮兽人靴;
orc_bootsD;Подвижность -3.6%, Сопротивление нежити +30%.;Slowdown -3.6%, Undead armor +30%.;;;;;;;;速度 -3.6%, 未死亡生物护甲 +30%;
vampire_guard_boots_twoT;Ржавые ботинки вампира;Rusty vampire boots;;;;;;;;生锈吸血鬼靴子;
vampire_guard_boots_twoD;Подвижность -3.3%, Сопротивление нежити +35%.;Slowdown -3.3%, Undead armor +35%.;;;;;;;;速度 -3.3%, 未死亡生物护甲 +35%;
vampire_guard_bootsT;Ботинки вампира;Vampire boots;;;;;;;;吸血鬼靴;
vampire_guard_bootsD;Подвижность -3%, Сопротивление нежити +35%.;Slowdown -3%, Undead armor +35%.;;;;;;;;速度 -3%, 未死亡生物护甲 +35%;
fishman_bootsT;Ботинки из морского чудовища;Sea Monster Boots;;;;;;;;海怪靴;
fishman_bootsD;Подвижность -2.7%, Сопротивление нежити +40%.;Slowdown -2.7%, Undead armor +40%.;;;;;;;;速度 -2.7%, 未死亡生物护甲 +40%;
boot_guardians_mountain_brokenT;;;;;;;;;;;
boot_guardians_mountain_brokenD;Подвижность -2.4%, Сопротивление нежити +45%.;Slowdown -2.4%, Undead armor +45%.;;;;;;;;速度 -2.4%, 未死亡生物护甲 +45%;
boot_guardians_mountainT;;;;;;;;;;;
boot_guardians_mountainD;Подвижность -2.1%, Сопротивление нежити +45%.;Slowdown -2.1%, Undead armor +45%.;;;;;;;;速度 -2.1%, 未死亡生物护甲 +45%;
boots_guardians_mountain_improvedT;Ботинки стражи горы;Mountain Guardians' Boots;;;;;;;;山地守护者靴;
boots_guardians_mountain_improvedD;Подвижность -1.8%, Сопротивление нежити +45%.;Slowdown -1.8%, Undead armor +45%.;;;;;;;;速度 -1.8%, 未死亡生物护甲 +45%;
paladin_bootsT;Ботинки Паладина;Boots of the Paladin;;;;;;;;圣骑士靴;
paladin_bootsD;Подвижность -1.5%, Сопротивление нежити +50%.;Slowdown -1.5%, Undead armor +50%.;;;;;;;;速度 -1.5%, 未死亡生物护甲 +50%;
ElvenbootsT;;;;;;;;;;;
ElvenbootsD;Подвижность -1.2%, Сопротивление нежити +55%.;Slowdown -1.2%, Undead armor +55%.;;;;;;;;速度 -1.2%, 未死亡生物护甲 +55%;
stoneheart_bootsT;Ботики гнома Каменное сердце;Boots of the Dwarf Heart of Stone;;;;;;;;矮人石心靴;
stoneheart_bootsD;Подвижность -0.9%, Сопротивление нежити +55%.;Slowdown -0.9%, Undead armor +55%.;;;;;;;;速度 -0.9%, 未死亡生物护甲 +55%;
dark_boss_boots_oneT;Ботинки Владыки Тьмы;Boots of the Lord of Darkness;;;;;;;;黑暗领主靴;
dark_boss_boots_oneD;Подвижность -0.6%, Сопротивление нежити +60%.;Slowdown -0.6%, Undead armor +60%.;;;;;;;;速度 -0.6%, 未死亡生物护甲 +60%;
dark_boss_boots_twoT;Ботинки Владыки Тьмы;Boots of the Lord of Darkness;;;;;;;;黑暗领主靴;
dark_boss_boots_twoD;Подвижность -0.3%, Сопротивление нежити +60%.;Slowdown -0.3%, Undead armor +60%.;;;;;;;;速度 -0.3%, 未死亡生物护甲 +60%;
dark_boss_boots_threeT;Ботинки Владыки Тьмы;Boots of the Lord of Darkness;;;;;;;;黑暗领主靴;
dark_boss_boots_threeD;Подвижность 0%, Сопротивление нежити +60%.;Slowdown 0%, Undead armor +60%.;;;;;;;;速度 -0%, 未死亡生物护甲 +60%;
WoodShieldItemT;;;;;;;;;;;
WoodShieldItemD;;;;;;;;;;;
KhitinshieldT;Хитиновый щит;Chitin shield;;;;;;;;甲壳盾;
Khitin_hieldD;;;;;;;;;;;
mine_shieldT;Щит шахтера;Miner's shield;;;;;;;;矿工盾;
mine_shieldD;;;;;;;;;;;
zombie_shieldT;Щит зомби;Zombie Shield;;;;;;;;僵尸盾;
zombie_shieldD;;;;;;;;;;;
IronShieldItemT;;;;;;;;;;;
IronShieldItemD;;;;;;;;;;;
dark_elfs_shieldT;Щит темного эльфа;Dark Elf Shield;;;;;;;;暗黑精灵盾;
dark_elfs_shieldD;;;;;;;;;;;
GoldShieldItemT;;;;;;;;;;;
GoldShieldItemD;;;;;;;;;;;
mithril_shieldT;;;;;;;;;;;
mithril_shieldD;;;;;;;;;;;
orc_shieldT;Щит свирепого орка;Savage Orc Shield;;;;;;;;野蛮兽人盾;
orc_shieldD;;;;;;;;;;;
FunnySceletonShieldT;;;;;;;;;;;
FunnySceletonShieldD;;;;;;;;;;;
pirat_shieldT;Пиратский щит;Pirate shield;;;;;;;;海盗盾;
pirat_shieldD;;;;;;;;;;;
goblin_shieldT;Щит гоблинов;Goblin shield;;;;;;;;哥布林盾;
goblin_shieldD;;;;;;;;;;;
patrol_mountain_shieldT;Щит воина горы;Mountain Warrior Shield;;;;;;;;山地战士盾;
patrol_mountain_shieldD;;;;;;;;;;;
heavy_skeleton_shieldT;Щит ржавого скелета;Rusty Skeleton Shield;;;;;;;;生锈骨盾;
heavy_skeleton_shieldD;;;;;;;;;;;
ShieldOfAthenaT;Щит Афины;Shield of Athena;;;;;;;;雅典娜盾;
ShieldOfAthenaD;;;;;;;;;;;
orc_shield_twoT;Щит свирепого орка;Savage Orc Shield;;;;;;;;野蛮兽人盾;
orc_shield_twoD;;;;;;;;;;;
skeleton_shieldT;Щит скелета;Skeleton shield;;;;;;;;骨盾;
skeleton_shieldD;;;;;;;;;;;
fishman_shieldT;Щит из костей морского чудовища;Sea Monster Bone Shield;;;;;;;;海怪骨盾;
fishman_shieldD;;;;;;;;;;;
shield_guardians_mountain_brokenT;;;;;;;;;;;
shield_guardians_mountain_brokenD;;;;;;;;;;;
shield_guardians_mountainT;;;;;;;;;;;
shield_guardians_mountainD;;;;;;;;;;;
shield_guardians_mountain_improvedT;Щит стражи горы;Mountain Guardians' Shield;;;;;;;;山地守护者盾;
shield_guardians_mountain_improvedD;;;;;;;;;;;
paladin_shieldT;Щит Паладина;Paladin's shield;;;;;;;;圣骑士之盾;
paladin_shieldD;;;;;;;;;;;
elven_shieldT;Эльфийский щит;Elven shield;;;;;;;;精灵盾;
elven_shieldD;;;;;;;;;;;
stoneheart_shieldT;Щит гнома Каменное сердце;Shield of the Dwarf Heart of Stone;;;;;;;;矮人石心盾;
stoneheart_shieldD;;;;;;;;;;;
knife_frostlingT;Нож фростлингов;Frostling knife;;;;;;;;磨砂刀;
knife_frostlingD;Подвижность -0.5%.;Slowdown -0.5%.;;;;;;;;速度 -0.5%;
sword_woodenT;Деревянный меч;Wooden sword;;;;;;;;木剑;
sword_woodenD;Подвижность -1%.;Slowdown -1%.;;;;;;;;速度 -1%;
RustymummysaberT;;;;;;;;;;;
RustymummysaberD;Подвижность -1.5%.;Slowdown -1.5%.;;;;;;;;速度 -1.5%;
orc_Highland_sword_twoT;Нож орков из Одинокой горы;Lonely Mountain orc knife;;;;;;;;孤山兽人匕首;
orc_Highland_sword_twoD;Подвижность -2%.;Slowdown -2%.;;;;;;;;速度 -2%;
RustyskeletonsaberT;;;;;;;;;;;
RustyskeletonsaberD;Подвижность -2.5%.;Slowdown -2.5%.;;;;;;;;速度 -2.5%;
dagger_steelT;Стальной кинжал;Steel dagger;;;;;;;;钢匕首;
dagger_steelD;Подвижность -3%.;Slowdown -3%.;;;;;;;;速度 -3%;
SteelswordT;;;;;;;;;;;
SteelswordD;Подвижность -3.5%.;Slowdown -3.5%.;;;;;;;;速度 -3.5%;
sword_iron_iceT;;;;;;;;;;;
sword_iron_iceD;Подвижность -4%.;Slowdown -4%.;;;;;;;;速度 -4%;
sword_iron_bloodT;;;;;;;;;;;
sword_iron_bloodD;Подвижность -4.5%.;Slowdown -4.5%.;;;;;;;;速度 -4.5%;
dark_elfs_swordT;Меч темного эльфа;Dark Elf Sword;;;;;;;;暗黑精灵剑;
dark_elfs_swordD;Подвижность -5%.;Slowdown -5%.;;;;;;;;速度 -5%;
SilverSwordT;;;;;;;;;;;
SilverSwordD;Подвижность -5.5%.;Slowdown -5.5%.;;;;;;;;速度 -5.5%;
YataganswordT;;;;;;;;;;;
YataganswordD;Подвижность -6%.;Slowdown -6%.;;;;;;;;速度 -6%;
SwordDaoT;;;;;;;;;;;
SwordDaoD;Подвижность -6.5%.;Slowdown -6.5%.;;;;;;;;速度 -6.5%;
elven_gold_swordT;Меч эльфов из рода ведьм;Witch elven sword;;;;;;;;女巫剑;
elven_gold_swordD;Подвижность -7%.;Slowdown -7%.;;;;;;;;速度 -7%;
MithrilSwordT;;;;;;;;;;;
MithrilSwordD;Подвижность -7.5%.;Slowdown -7.5%.;;;;;;;;速度 -7.5%;
KnightSwordT;;;;;;;;;;;
KnightSwordD;Подвижность -8%.;Slowdown -8%.;;;;;;;;速度 -8%;
skeleton_pirate_swordT;Сабля скелетов с пиратского корабля;Saber of skeletons from a pirate ship;;;;;;;;骷髅军刀;
skeleton_pirate_swordD;Подвижность -7.6%, Урон по нежити +5%, Эффект огня: шанс 0.3, урон 0.1, продолжительность 1.;Slowdown -7.6%, Undead damage +5%, Fire effect: chance 0.3, damage 0.1, duration 1.;;;;;;;;速度 -7.6%, 未死亡生物伤害 +5%, 火焰技能伤害: 几率 0.3, 伤害 0.1, 持续时间 1;
pirate_captain_swordT;Сабля капитана Осьминогуса;Saber of Captain Octopus;;;;;;;;章鱼船长军刀;
pirate_captain_swordD;Подвижность -7.2%, Урон по нежити +10%, Эффект огня: шанс 0.3, урон 0.2, продолжительность 2.;Slowdown -7.2%, Undead damage +10%, Fire effect: chance 0.3, damage 0.2, duration 2.;;;;;;;;速度 -7.2%, 未死亡生物伤害 +10%, 火焰技能伤害: 几率 0.3, 伤害 0.2, 持续时间 2;
cultist_daggerT;Жертвень;Sacrificer;;;;;;;;牺牲者匕首;
cultist_daggerD;Подвижность -6.8%, Урон по нежити +10%, Эффект огня: шанс 0.3, урон 0.2, продолжительность 2.;Slowdown -6.8%, Undead damage +10%, Fire effect: chance 0.3, damage 0.2, duration 2.;;;;;;;;速度 -6.8%, 未死亡生物伤害 +10%, 火焰技能伤害: 几率 0.3, 伤害 0.2, 持续时间 2;
CavegoblinSaberT;;;;;;;;;;;
CavegoblinSaberD;Подвижность -6.4%, Урон по нежити +15%, Эффект огня: шанс 0.3, урон 0.3, продолжительность 3.;Slowdown -6.4%, Undead damage +15%, Fire effect: chance 0.3, damage 0.3, duration 3.;;;;;;;;速度 -6.4%, 未死亡生物伤害 +15%, 火焰技能伤害: 几率 0.3, 伤害 0.3, 持续时间 3;
CavegoblinSaber1T;Сабля пещерных гоблинов;Cave Goblin Saber;;;;;;;;哥布林军刀;
CavegoblinSaber1D;Подвижность -6%, Урон по нежити +15%, Эффект огня: шанс 0.3, урон 0.3, продолжительность 3.;Slowdown -6%, Undead damage +15%, Fire effect: chance 0.3, damage 0.3, duration 3.;;;;;;;;速度 -6%, 未死亡生物伤害 +15%, 火焰技能伤害: 几率 0.3, 伤害 0.3, 持续时间 3;
CavegoblinSaber2T;Сабля пещерных гоблинов;Cave Goblin Saber;;;;;;;;哥布林军刀;
CavegoblinSaber2D;Подвижность -5.6%, Урон по нежити +15%, Эффект огня: шанс 0.3, урон 0.3, продолжительность 3.;Slowdown -5.6%, Undead damage +15%, Fire effect: chance 0.3, damage 0.3, duration 3.;;;;;;;;速度 -5.6%, 未死亡生物伤害 +15%, 火焰技能伤害: 几率 0.3, 伤害 0.3, 持续时间 3;
weapon_patrol_mountain_brokenT;;;;;;;;;;;
weapon_patrol_mountain_brokenD;Подвижность -5.2%, Урон по нежити +20%, Эффект огня: шанс 0.4, урон 0.4, продолжительность 4.;Slowdown -5.2%, Undead damage +20%, Fire effect: chance 0.4, damage 0.4, duration 4.;;;;;;;;速度 -5.2%, 未死亡生物伤害 +20%, 火焰技能伤害: 几率 0.4, 伤害 0.4, 持续时间 4;
weapon_patrol_mountainT;;;;;;;;;;;
weapon_patrol_mountainD;Подвижность -4.8%, Урон по нежити +20%, Эффект огня: шанс 0.4, урон 0.4, продолжительность 4.;Slowdown -4.8%, Undead damage +20%, Fire effect: chance 0.4, damage 0.4, duration 4.;;;;;;;;速度 -4.8%, 未死亡生物伤害 +20%, 火焰技能伤害: 几率 0.4, 伤害 0.4, 持续时间 4;
orc_Highland_sword_oneT;Меч орков Одинокой горы;Lonely Mountain Orc Sword;;;;;;;;孤山兽人剑;
orc_Highland_sword_oneD;Подвижность -4.4%, Урон по нежити +25%, Эффект огня: шанс 0.4, урон 0.45, продолжительность 5.;Slowdown -4.4%, Undead damage +25%, Fire effect: chance 0.4, damage 0.45, duration 5.;;;;;;;;速度 -4.4%, 未死亡生物伤害 +25%, 火焰技能伤害: 几率 0.4, 伤害 0.45, 持续时间 5;
sword_of_AthenaT;Меч Афины;Sword of Athena;;;;;;;;雅典娜剑;
sword_of_AthenaD;Подвижность -4%, Урон по нежити +25%, Эффект огня: шанс 0.4, урон 0.45, продолжительность 5.;Slowdown -4%, Undead damage +25%, Fire effect: chance 0.4, damage 0.45, duration 5.;;;;;;;;速度 -4%, 未死亡生物伤害 +25%, 火焰技能伤害: 几率 0.4, 伤害 0.45, 持续时间 5;
orc_swordT;Меч свирепого орка;Savage Orc Sword;;;;;;;;野蛮兽人剑;
orc_swordD;Подвижность -3.6%, Урон по нежити +30%, Эффект огня: шанс 0.4, урон 0.5, продолжительность 6.;Slowdown -3.6%, Undead damage +30%, Fire effect: chance 0.4, damage 0.5, duration 6.;;;;;;;;速度 -3.6%, 未死亡生物伤害 +30%, 火焰技能伤害: 几率 0.4, 伤害 0.5, 持续时间 6;
vampire_guard_sword_twoT;Меч темной ночи;Sword of the Dark Night;;;;;;;;暗夜之刃;
vampire_guard_sword_twoD;Подвижность -3.2%, Урон по нежити +35%, Эффект огня: шанс 0.5, урон 0.55, продолжительность 7.;Slowdown -3.2%, Undead damage +35%, Fire effect: chance 0.5, damage 0.55, duration 7.;;;;;;;;速度 -3.2%, 未死亡生物伤害 +35%, 火焰技能伤害: 几率 0.5, 伤害 0.55, 持续时间 7;
vampire_guard_swordT;Меч полной луны;Full moon sword;;;;;;;;圆月剑;
vampire_guard_swordD;Подвижность -2.8%, Урон по нежити +35%, Эффект огня: шанс 0.5, урон 0.55, продолжительность 7.;Slowdown -2.8%, Undead damage +35%, Fire effect: chance 0.5, damage 0.55, duration 7.;;;;;;;;速度 -2.8%, 未死亡生物伤害 +35%, 火焰技能伤害: 几率 0.5, 伤害 0.55, 持续时间 7;
fishman_weaponT;Шипастый меч из рыбы-пилы;Barbed Sawfish Sword;;;;;;;;刺锯鱼剑;
fishman_weaponD;Подвижность -2.4%, Урон по нежити +40%, Эффект огня: шанс 0.5, урон 0.6, продолжительность 8.;Slowdown -2.4%, Undead damage +40%, Fire effect: chance 0.5, damage 0.6, duration 8.;;;;;;;;速度 -2.4%, 未死亡生物伤害 +40%, 火焰技能伤害: 几率 0.5, 伤害 0.6, 持续时间 8;
sword_guardians_mountain_improvedT;Меч стражи горы;Mountain Guardians' Sword;;;;;;;;山地守护者剑;
sword_guardians_mountain_improvedD;Подвижность -2%, Урон по нежити +45%, Эффект огня: шанс 0.5, урон 0.65, продолжительность 9.;Slowdown -2%, Undead damage +45%, Fire effect: chance 0.5, damage 0.65, duration 9.;;;;;;;;速度 -2%, 未死亡生物伤害 +45%, 火焰技能伤害: 几率 0.5, 伤害 0.65, 持续时间 9;
orc_Highland_sword_threeT;Меч орков Одинокой горы;Lonely Mountain Orc Sword;;;;;;;;孤山兽人剑;
orc_Highland_sword_threeD;Подвижность -1.6%, Урон по нежити +50%, Эффект огня: шанс 0.6, урон 0.7, продолжительность 10, Экстра атака - 1.1 (Скелет-разрушитель, Зомби-бронелом).;Slowdown -1.6%, Undead damage +50%, Fire effect: chance 0.6, damage 0.7, duration 10, Extra attack - 1.1 (Giant Skeleton, Zombie Armor-Breaker).;;;;;;;;速度 -1.6%, 未死亡生物伤害 +50%, 火焰技能伤害: 几率 0.6, 伤害 0.7, 持续时间 10, 附加攻击 - 1.1(骷髅王, 破甲僵尸);
elf_daggerT;Эльфийский кижал;Elven dagger;;;;;;;;精灵匕首;
elf_daggerD;Подвижность -1.2%, Урон по нежити +55%, Эффект огня: шанс 0.6, урон 0.75, продолжительность 11, Экстра атака - 1.2 (Скелет-разрушитель, Зомби-бронелом).;Slowdown -1.2%, Undead damage +55%, Fire effect: chance 0.6, damage 0.75, duration 11, Extra attack - 1.2 (Giant Skeleton, Zombie Armor-Breaker).;;;;;;;;速度 -1.2%, 未死亡生物伤害 +55%, 火焰技能伤害: 几率 0.6, 伤害 0.75, 持续时间 11, 附加攻击 - 1.2(骷髅王, 破甲僵尸);
sword_soul_reaperT;;;;;;;;;;;
sword_soul_reaperD;Подвижность -0.8%, Урон по нежити +55%, Эффект огня: шанс 0.6, урон 0.75, продолжительность 11, Экстра атака - 1.2 (Скелет-разрушитель, Зомби-бронелом).;Slowdown -0.8%, Undead damage +55%, Fire effect: chance 0.6, damage 0.75, duration 11, Extra attack - 1.2 (Giant Skeleton, Zombie Armor-Breaker).;;;;;;;;速度 -0.8%, 未死亡生物伤害 +55%, 火焰技能伤害: 几率 0.6, 伤害 0.75, 持续时间 11, 附加攻击 - 1.2(骷髅王, 破甲僵尸);
dark_boss_sword_oneT;Меч Владыки Тьмы;Sword of the Lord of Darkness;;;;;;;;黑暗领主剑;
dark_boss_sword_oneD;Подвижность -0.4%, Урон по нежити +60%, Эффект огня: шанс 0.6, урон 0.8, продолжительность 12, Экстра атака - 1.3 (Скелет-разрушитель, Зомби-бронелом).;Slowdown -0.4%, Undead damage +60%, Fire effect: chance 0.6, damage 0.8, duration 12, Extra attack - 1.3 (Giant Skeleton, Zombie Armor-Breaker).;;;;;;;;速度 -0.4%, 未死亡生物伤害 +60%, 火焰技能伤害: 几率 0.6, 伤害 0.8, 持续时间 12, 附加攻击 - 1.3(骷髅王, 破甲僵尸);
dark_boss_sword_twoT;Меч Владыки Тьмы;Sword of the Lord of Darkness;;;;;;;;黑暗领主剑;
dark_boss_sword_twoD;Подвижность -0%, Урон по нежити +60%, Эффект огня: шанс 0.6, урон 0.8, продолжительность 12, Экстра атака - 1.3 (Скелет-разрушитель, Зомби-бронелом).;Slowdown 0%, Undead damage +60%, Fire effect: chance 0.6, damage 0.8, duration 12, Extra attack - 1.3 (Giant Skeleton, Zombie Armor-Breaker).;;;;;;;;速度 -0%, 未死亡生物伤害 +60%, 火焰技能伤害: 几率 0.6, 伤害 0.8, 持续时间 12, 附加攻击 - 1.3(骷髅王, 破甲僵尸);
WoddendaggerT;Деревянная заточка;Wooden Sharpening;;;;;;;;木质磨刀;
WoddendaggerD;Подвижность -0.5%.;Slowdown -0.5%.;;;;;;;;速度 -0.5%;
FrostlingspearT;;;;;;;;;;;
FrostlingspearD;Подвижность -1%.;Slowdown -1%.;;;;;;;;速度 -1%;
goblin_green_spearT;Копье зеленого гоблина;Green goblin spear;;;;;;;;绿色哥布林长矛;
goblin_green_spearD;Подвижность -1.5%.;Slowdown -1.5%.;;;;;;;;速度 -1.5%;
training_spearT;Копье из заброшенной шахты;Spear from an abandoned mine;;;;;;;;废弃矿井长矛;
training_spearD;Подвижность -2%.;Slowdown -2%.;;;;;;;;速度 -2%;
zombie_heavy_spearT;Алебарда зомби;Zombie Halberd;;;;;;;;僵尸戟;
zombie_heavy_spearD;Подвижность -3%.;Slowdown -3%.;;;;;;;;速度 -3%;
steel_spearT;Стальное копье;Steel spear;;;;;;;;钢矛;
